sentiment,message,tweetid
1,"Invasive species, population &amp; climate change are present maj. challenges to #StateoftheEnvironment @JoshFrydenberg  https://t.co/x6sEMPUo2z",701274
-1,"The hard proof that finally shows global warming forecasts that are costing you billions were WRONG all along 
https://t.co/poiIllyuGQ",876285
2,Kerry says he'll continue with anti-global warming efforts https://t.co/aKE6nBXptu,825673
1,RT @TeenVogue: And rightfully so — Trump has said that he doesn't believe in climate change more than once 😞 https://t.co/IuUKUWXsDM,481145
2,This man is one of the world's leading experts on climate change. He's called for rebellion against Trump https://t.co/pPJ5xuGqMb,172201
-1,RT @theblaze: Watch: CNN anchor tries to tie Hurricane Harvey to climate change — then scientist confronts him with truth…,844805
2,Russian President Vladimir Putin says climate change good for economy https://t.co/kHX8q1bOul,783743
2,#weather Murray Energy CEO claims global warming is a hoax – https://t.co/FsuwTDDeJC – CNBC https://t.co/WIy9NDWP15 #forecast,277407
1,@idreamofgoodgov @Anti_Coonary12 Hillary would have tackled climate change which you claim is everything to you. Donald doesn't give half a,998969
2,"In rare move, China criticises Trump plan to exit climate change pact https://t.co/uW2dAn82ps",349903
1,RT @twinkhoran: trump doesn't believe in global warming not only are we at risk but also our environment???,973824
2,"RT @SuzanneYork: Mexico's Maya point way to slow species loss, climate change. https://t.co/HGquuX1X51",879532
0,"@RailaOdinga @RailaOdinga thanks for showing up sir story ya climate change simply clarify it with;
1. the polluter pay policy",919034
2,EPA director-CO2 isn't primary contributor to climate change: https://t.co/JsgXFRzXTn via @colorlines,315479
1,"@PoliticusSarah @politicususa Time 2 wakeup to the greed of the oil barons, climate change, &amp; Putin's sec.of state.",54399
1,today our head of security said that climate change isn't real and i laughed in his face &amp; made fun of him until he went back to his office,379020
2,"Backlash as EPA chief Scott Pruitt questions science of global warming https://t.co/QdpApRVgZE

— Sky News (SkyNews) March 11, 2017

#merc…",453574
0,"RT @MimsyYamaguchi: @ScottWalker Affordable Care Act, legalization of same-sex marriage, Recovery Act, Paris Agreement on climate change, mÃ¢â‚¬Â¦",555340
2,What Trump's budget would mean for NASA and climate change https://t.co/VNy3VbIGkv https://t.co/Sc8fN1DVzU,210802
0,RT @deathtunnelinn: lets thank our boy J-boogie trudeau for tackling climate change by glad handing in foriegn capitals and keepin tubes ofÃ¢â‚¬Â¦,869686
1,RT @business: Blocking pipelines is the wrong way to fight climate change https://t.co/1RVJWCqdvw via @BV https://t.co/xGa8rIgWwa,703449
1,"@neiltyson Can we afford, as a planet, 4 years of backwards progress on climate change? Asking for a concerned citizen of Earth.",826091
0,RT @naturalretreat1: RT @NewScienceWrld Jill Pelto's watercolors illustrate the strange beauty of climate change https://t.co/B6KibkCUUg' hÃ¢â‚¬Â¦,297955
-1,RT @InfoWarsChannel: Exposed: How world leaders were duped into investing billions over manipulated global warming data https://t.co/sNDwvj…,440461
1,Was weirdly shamed about talking about global warming in front of my 6 year old. Uh...she's gonna find out lady! 🔥 🌏,500289
-1,@AmericaNewsroom Lesley's is a dumb lib who believes in climate change. How sad they must be. Climate has changed since the beginning ����‍♀️,414626
2,"Elite US universities including @Harvard, @Stanford and @MIT defy Trump on climate change 
https://t.co/DktXGpAWoO https://t.co/yNw2vryKDk",256448
0,"RT @Eric_Hennenfent: To top it all off: on top of Russiagate and health care reform and the orb and climate change and North Korea, the bee…",500681
1,RT @SenSanders: We have a president-elect who doesnÃ¢â‚¬â„¢t believe in climate change. ThatÃ¢â‚¬â„¢s frightening for this country and the world.,277488
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,137549
1,"RT @UN_Spokesperson: Ban Ki-moon at @cop22: No country, however resourceful or powerful, is immune from the impacts of climate change.Ã¢â‚¬Â¦",354620
1,RT @BeIIaGirl: Oh another reason to not vote trump... he literally thinks global warming is a hoax... it was 80 degrees in November this yeÃ¢â‚¬Â¦,485424
0,RT @itsmeerikat: The relationship between fast fashion &amp; climate change: https://t.co/NsuEPuzdlJ,205856
2,"In rare move, China criticises Donald Trump plan to exit climate change pact: Donald Trump has threatened to ... https://t.co/lUBNj7T8qd",681336
1,"Anyone who thinks global warming isn't a thing, is brain dead. https://t.co/M751Z3BwYM",759219
2,RT @508gloryFelix: RFK Jr. issues warning about Trump's climate change policies @CNNPolitics https://t.co/08UzvehZ9j,131915
1,Former BSF grantee Dr. Doron Holland has developed a fruitful way to combat climate change. https://t.co/ekhCoAP26C,56485
1,RT @c40cities: Women will play a critical role in tackling climate change. Many thanks to @LOrealCommitted for supporting…,317455
0,Sports -&gt; Social justice -&gt; puppies -&gt; sports -&gt; global warming etc etc etc,286633
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,71986
1,"Use some common sense.' - Person that proceeds to tell me the Earth is flat, global warming isn't real, &amp; is a super conspiracy theorist.",841259
2,EPA Chief Scott Pruitt says carbon dioxide is not a 'primary contributor' to global warming https://t.co/m08hO9jSLq,77027
2,"In executive order, Trump to dramatically change US approach to climate change https://t.co/5MwS1s1QAG",554703
-1,RT @realDonaldTrump: Windmills are the greatest threat in the US to both bald and golden eagles. Media claims fictional Ã¢â‚¬Ëœglobal warmingÃ¢â‚¬â„¢ isÃ¢â‚¬Â¦,227988
2,RT @nytimes: Donald Trump has called climate change a hoax. A Chinese official says it is anything but. https://t.co/N7y35LTyN2,516727
2,RT @GeoffGrant1: The Energy Department's climate change web page used to feature the Paris Agreement. It doesn't anymore…,574744
1,"RT @AssaadRazzouk: In the new new world, China lectures the United States about climate change and the importance of cooperation betweÃ¢â‚¬Â¦",355537
1,RT @xxMERE: Another nice day thanks to global warming. We bouta die but it's lit !!! https://t.co/w7MGBDHmzJ,434586
1,Now this nigga Trump is banning EPA and NASA from speaking about climate change. I'm smelling a fascist in the making,689966
0,"@deejaay_8 climate change i guess, mine hurts like a bitch too",632470
2,RT @ViewFromWise: 'Donald Trump's budget guts EPA programs tackling climate change and pollution' #ClimateChange #Pollution #EPA #UGA https…,356934
1,RT @GreigMcGuinnes: Interesting roundtable @UKSIF is it time for trustees to give priority to climate change in investment decisions?,747393
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",995234
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,977831
2,RT @guardian: Rio's famous beaches take battering as scientists issue climate change warning https://t.co/XG5tVwjkcl,157659
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,724904
1,RT @BillHumphreyMA: 'You and your friends will die of old age and IÃ¢â‚¬â„¢m going to die from climate change.' https://t.co/ZyJYQx45Ru,442379
0,"RT @KeithHabs: 'If global warming is real, then why do you sleep under the covers?' https://t.co/f2cAbm5qcC",417344
0,@ArunChaud It is called a lake... now consider rowing in favor of climate change prevention ;),890209
1,RT @grahamelwood: Flipping through channels stopped on Super Bowl ad for American Petroleum Institute. They fund climate change denial. Goi…,208265
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,742197
2,businessinsider https://t.co/6bXezyla90 of companies are urging Trump to heed climate change warnings — via guard… https://t.co/eV7d4QOoC2,563796
-1,@Lglwry @ManMadeMoon @business @Fahrenthold gr8 quote! Realised 'climate change' argument is designed to divide as this is true regardless.,155823
0,RT @SkySporfsNews: BREAKING: N'Golo Kante's heat maps have been declared as the prime reason for global warming over the past 2 years…,93988
2,RT @katiecouric: Scott Pruitt’s office deluged with angry callers after he questions the science of global warming https://t.co/Jesb9T4PtI,148194
0,"If climate change isn't real, how come club penguin shut down?",285158
1,"RT @NotKennyRogers: Over 160,000 passionate climate change activists attended the Coachella Music Festival in California this year. https:/…",6111
1,RT @GreenerScotland: Ã‚Â£400k investment in peatlands will reduce emissions &amp; allow Scotland to build on its climate change plans https://t.coÃ¢â‚¬Â¦,926327
1,RT @justinlong: We have a new POTUS who doesnt believe in climate change. The sky isn't falling but it might be getting a lot dirtiÃ¢â‚¬Â¦,259745
0,RT @RiJizz: @TuckerCarlson @AnnCoulter @realDonaldTrump @FoxNews Only 15 minutes in and you've obliterated their climate change…,156079
1,RT @TulsiGabbard: We must continue to illustrate the impacts that climate change is already having on communities around the worldÃ¢â‚¬â€especialÃ¢â‚¬Â¦,112684
0,"@jonoaidney 
Did you not ask how to fix climate change.
Fucking retard.",322516
2,RT @CNNPolitics: Julia Louis-Dreyfus cuts a video backing Clinton over her climate change position https://t.co/M1EyJQUFBe https://t.co/v5bÃ¢â‚¬Â¦,535522
0,RT @ThePowersThatBe: HERO: John Kerry will spend Election Day crop-dusting planet with jet exhaust to fight climate change https://t.co/qQOÃ¢â‚¬Â¦,28236
0,the newsroom- climate change interview:https://t.co/stTbZCZ6Mq https://t.co/y6mSeAynMv,265427
2,Pope Francis gave President Trump a copy of his encyclical on climate change https://t.co/znAgTgHLFC,743732
1,RT @nowthisnews: Trump's EPA chief is so backwards on climate change even *Fox News* is grilling him https://t.co/nJBXnuf5jf,18251
1,RT @FAOnews: #Climatechange glossary – understanding global warming from A to Z https://t.co/osiR9zurgy by @irinnews https://t.co/0TCOETnMGb,595982
1,RT @davidsirota: Theory: a climate change denialist has no more inherent right to a media platform than someone who insists the moon may be…,896796
-1,@JuliaHB1 @JamesDelingpole The lies told to support the anthropological global warming scam are legendary. We will… https://t.co/GYEXPVLKKD,809220
-1,@rarmenta_ @POTUS @NWS This is normal. If we didn't have winter storm you'd be crying global warming,803989
1,"I don't want to be right about climate change. I wish I could be ignorant about it, but I'm not. It's happening, and denying it kills people",312066
2,West Coast states to fight climate change even if Trump does not https://t.co/FrclOcMhoO,599747
1,"RT @ThomasB00001: Instead of $ for WALL, billions $ could be used for disaster relief, rebuilding &amp; to reduce climate change #AMJoy https:/…",335537
-1,RT @StefanMolyneux: Advocacy for big government climate change programs is often connected to personally financially benefitting from those…,628026
1,@johnhasey If you are one of many that don't even believe in global warming then honestly get ur head in the game its obviously real,351734
1,The biggest contributors to climate change are rich white countries &amp; the main victims are poor black or brown cou… https://t.co/zwIdDk2sQ5,914828
-1,Many globalist world leaders are convinced climate change is humanity's greatest threat. To not agree would make yo… https://t.co/RJucHlfxyF,817733
